External ID,ID,Display Name,Quantity,Cost,Value
__export__.product_product_24117_342de5e3,24117,"Carryboy S7 Canopy to suit Nissan Navara NP300 Double Cabin Pick-up, Part # S7-CNPD",2,76210.02,2
__export__.product_product_24039_b1d0d1d8,24039,"Aeroklas Black Edition Roller Lid to suit Isuzu D-Max Double Cabin Pick-up, Part # 42513300002/22113300001",1,76563.0011,150450.3969
__export__.product_product_24580_3ebc9862,24580,"Smart Deck Cover Roll Bar for Toyota Hilux Revo A Deck Double Cabin Pick-up, Part # SDR1",2,77533.61,2
__export__.product_product_24581_e9302932,24581,"Smart Deck Cover Roll Bar for Toyota Hilux Revo J Deck Double Cabin Pick-up, Part # SDR1",5,77533.61,5
__export__.product_product_24494_7fc4d746,24494,"Ironman Steel Side Step & Rail (Set) for Nissan Navara NP300, Part # SSR048",5,77563.25,5
__export__.product_product_27952_a516a5dc,27952,"Ironman 4x4 BBCD070 Steel Winch Bull Bar Commercial Deluxe (Jimny 2018+), Part#BBCD070",5,77854.72,305254.0055
__export__.product_product_15501_0b866a53,15501,"Carryboy GRX Sport c/w In-Built Roll Bar to suit Nissan Navara NP300 Double Cabin Pick-up, Primer Finish, Part # CNPD-GRX",1,78191.2519,113780.2409
__export__.product_product_24555_2632e353,24555,"Smart Canopy with Side Sliding Windows for Nissan Navara NP300 Double Cabin Pick-up, White Primer Finish, Part # SM4-Nissan Navara NP300",4,79598.31,4
__export__.product_product_27536_d47e7622,27536,"Aeroklas Silver Edition Roller Lid to suit Isuzu D-Max Double Cabin Pick-up, Part # 42513300001",5,79682.31,438676.4943
__export__.product_product_24549_4217cb0f,24549,"Smart Canopy with Side Sliding Windows, Rear Tinted Glass, Front Clear Glass & Interior Vinyl - Part # SM1-Nissan Navara, Primer Finish",2,79930.54,2
__export__.product_product_15530_ea4e7a38,15530,"Carrboy R-Series Roller Lid for Isuzu RT50 D-Max Double Cabin Pick-up, Part # CB-799I-2T-CIRDK-P",39,80446.8007,3137425.225
__export__.product_product_24325_bce5f3db,24325,"Ironman Bull Bar Big Tube Premium Landcruiser 70, Part # BBP019E",11,82896.97,414490.85
__export__.product_product_27937_52fa01bd,27937,"Ironman Lock Safe Twin Drawer Unit 1300mm to suit Toyota Landcruiser 200 Series, Part # ITD1300",2,83476,130917.6024
__export__.product_product_24037_baeeb0e9,24037,"Aeroklas Isuzu Double Cabin Canopy with Side Closed, White Primer Finish",2,83853.93,2
__export__.product_product_24323_9d823507,24323,"Ironman Airbag Compatible Bull Bar c/w In-Built Fog Lamps, Indicators & Parking Lights to suit Toyota Hilux Rocco, Part # BBCD065",20,84740.79,1329012.024
__export__.product_product_24319_436d3033,24319,"Ironman Airbag Compatible Bull Bar for Ford Ranger T6 New Face c/w In-Built Parking & Indicator Lights & Fog Lamps, Part # BBCD054",18,84740.79,1196110.822
__export__.product_product_24318_4ecba133,24318,"Ironman Bull Bar Commercial Deluxe for Toyota Hilux Revo c/w Indicators & Fog Lights, Part # BBCD051",5,84740.79,332253.006
__export__.product_product_24313_87061914,24313,"Ironman Deluxe Black Bull Bar - Nissan Patrol GU S4 2005+, Part # BBCD011",5,84740.79,332253.006
__export__.product_product_27954_34c76389,27954,"Ironman Deluxe Commercial Bull Bar - Black (Landcruiser 100 Series/Lexus LX 470), Part#BBCD006",2,84740.79,132901.2024
__export__.product_product_27953_4a2151a7,27953,"Ironman Deluxe Commercial Bull Bar - Black (Pajero NW-NX), Part#BBCD045",1,84740.79,66450.6012
__export__.product_product_27951_c3ba274f,27951,"Ironman Premium Deluxe Bull Bar - Black, 60.3mm Tube (Patrol Y62 2010+), Part # BBP062",1,84740.79,69756.60126
__export__.product_product_24324_9c8970b4,24324,"Ironman Airbag Compatible Bull Bar for Mitsubishi L200 Triton 2019+ c/w Fog Lights & Indicators, Part # BBP067",4,85542.75,4
__export__.product_product_24101_77c52d9a,24101,"Carryboy 560N Canopy for Ford T-6 Pick-up, White Primer Finish, Part # 560N-CFTD",5,88911.69,5
__export__.product_product_24102_c09f7ec2,24102,"Carryboy 560N Canopy for Isuzu D-Max D/Cabin, White Primer Finish, Part # 560N-CIMD",2,88911.69,88912.69
__export__.product_product_24103_26272371,24103,"Carryboy 560N Canopy for Mitsubishi Triton 2016+, White Primer Finish, Part # 560N-CMND",7,88911.69,541414.0666
__export__.product_product_24118_a629981c,24118,"Carryboy S7 Canopy for Toyota Hilux Revo, White Primer Finish, Part # S7-CTRD A-DECK",2,90008.1007,180016.2015
__export__.product_product_24395_11cb0d6c,24395,"Roll Over Protection - Ford Ranger T6, Part # ROPS - FORD RANGER",2,91427.74,2
__export__.product_product_24396_3856a1e3,24396,"Roll Over Protection - Landcruiser 76 Series, Part # ROPS - L/CRUISER 76",10,91427.74,10
__export__.product_product_24397_a6a3de79,24397,Roll Over Protection - Nissan Navara - Part # ROPS - NAVARA,3,91427.74,3
__export__.product_product_27670_88875667,27670,"Carryboy G3 Canopy for Toyota Hilux Revo, White Primer Finish, Part # G3-CTRD A-DECK",2,93287.4013,188808.2015
__export__.product_product_27736_dd2702c3,27736,"Carryboy 560N Canopy for Toyota Hilux Revo, White Primer Finish, Part # 560N-CTRDH J-DECK",10,94336.01,918369.0696
__export__.product_product_24554_170fe513,24554,"Smart Canopy with Side Sliding Windows for Mitsubishi Triton Double Cabin Pick-up, White Primer Finish, Part # SM4-Mitsubishi Triton",4,95374,4
__export__.product_product_24186_5d0b8eaa,24186,"Carryboy CIRD-SRA Sport Lid with Aluminum Top & Black Fence, Part # CIRD-SRA",3,96539.99,3
__export__.product_product_24556_1e82745f,24556,"Smart Canopy with Side Sliding Windows for Toyota Hilux Revo A-Deck Double Cabin Pick-up , White Primer Finish, Part # SM4-Hilux Revo",17,97962.9462,1564819.193
__export__.product_product_24180_7e03e005,24180,"Carryboy Sport Lid GRX with Fibreglass In-Build Roll Bar - Ford T6 Ranger D/Cabin, Primer Finish, Part # CFTD-GRX",3,98304.29,196609.58
__export__.product_product_24550_d69dcf06,24550,"Smart Canopy with Side Lift-up Windows for Ford Ranger T6 Double Cabin Pick-up, White Primer Finish, Part # SM4-Ford Ranger T6",2,99144,2
__export__.product_product_24179_0ca01c73,24179,"Carryboy Full Box Sport Lid for J-Deck Toyota Hilux Revo, White Primer Finish, Part # CB762-CTRDH-P",34,99420.7943,2998765.622
__export__.product_product_24119_f6ec9c4e,24119,"Carryboy SO Canopy to suit Nissan Navara NP300 Double Cabin Pick-up, Part # SO-CNPD",2,101123.76,2
__export__.product_product_24075_0ad7ff6a,24075,External Defibrillator,9,105433,738031
__export__.product_product_27967_7ca8259b,27967,Compressor D2 13Y 3PH 5 Part#1021063,1,106055.8851,106055.8851
__export__.product_product_24111_2af55517,24111,"Carryboy G500 Canopy for Isuzu D-Max Pick-up, White Primer Finish, Part # G500-CIMD",1,106092.11,1
__export__.product_product_24112_e9b9944e,24112,"Carryboy G500 Canopy for Nissan Navara Pick-up, White Primer Finish, Part # G500-CNFD",1,106092.11,1
__export__.product_product_24175_c7a3aa0e,24175,"Carryboy R-Series Hard Lid Sport Lid for Toyota Hilux Revo Double Cabin Pick-up, Part # CB-795T-CTRD-P",7,106740.1166,698817.0102
__export__.product_product_24174_e305c690,24174,"Carryboy R-Series Hard Sport Lid for Isuzu RT50 D-Max Double Cabin Pick-up, Part # CB-795I-CIRDB-P",44,108282.4133,4590511.097
__export__.product_product_24559_99b19d6e,24559,"Smart Canopy with Side Pop Out Windows, Rear Tinted Glass, Front Clear Window & Internal Vinyl with Central Locking - Part # SX-Toyota Hilux Revo A-Deck Double Cabin, Primer Finish",2,108685.58,2
__export__.product_product_24109_3fd469f4,24109,"Carryboy G3 Canopy to suit Nissan Navara NP300 Double Cabin Pick-up, Primer Finish, Part # G3-CNPD",1,111652.07,1
__export__.product_product_24110_666b26da,24110,"Carryboy G3 Canopy for Volkswagen Amarok, White Primer Finish, Part # G3-CVWAD",3,114773.5,3
__export__.product_product_24557_81618b08,24557,"Smart Workman Commercial 3 Sides Solid Windows Opening with Interior Glued Carpet for Ford Ranger T6 Double Cabin Pick-up, Part # Workman-Ford Ranger T6",1,123930,1
__export__.product_product_24100_4867be26,24100,"Carryboy 560N Canopy, White Primer Finish for Ford T6 Extra Cab, Part # 560N-CFTC",3,124950,3
__export__.product_product_24108_db7caa5e,24108,"Carryboy G3 Canopy for Mitsubishi Triton 2016+, White Primer Finish, Part # G3-CMND",1,131109.07,1
__export__.product_product_27939_cf759312,27939,IRONMAN / BRANICK STRUT COMPRESSOR 7600 PART#IBSC7600,1,135332.3,106122.6019
__export__.product_product_27230_c4430969,27230,Thermoking Refrigeration Unit-C250,6,175609.5,6
__export__.product_product_27231_3223bd18,27231,Thermoking Refrigeration Unit-C350,7,212908.93,1490362.519
__export__.product_product_24122_04b17761,24122,"Carryboy Mobile Service Canopy with Floor Unit & Installation Kit, Part # CSV-D",1,323353.29,1
__export__.product_product_27233_4ed9f50f,27233,Thermoking Refrigeration Unit-V200 MAX,6,356512.3347,2139074.004
__export__.product_product_27234_e78ebcfa,27234,Thermoking Refrigeration Unit-V300 MAX,7,421691.17,6
__export__.product_product_27111_d95040a2,27111,TAIL LIFT-A800(DHOLLANDIA CANTILEVER),1,481996.2811,481996.2811
__export__.product_product_27213_a55b4439,27213,Thermoking Refrigeration Unit V500 R134,5,719485.353,3597426.765
__export__.product_product_27322_d8133cba,27322,Thermoking Refrigeration Unit V500 MAX20,5,734168.7285,2202506.185
__export__.product_product_24106_409015ac,24106,Carryboy Ambulance Kits,8,1169137.07,8
__export__.product_product_27265_bde60614,27265,Thermoking Refrigeration Unit-T560 R,1,1501914.063,1194600.017
__export__.product_product_27228_76659dcc,27228,Thermoking Refrigeration Unit-T600,11,1658604.51,14999796.05
